origin_code,origin_airport,origin_city,origin_state,dest_code,dest_airport,dest_city,dest_state,count
CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,TN,DTW,Detroit Metropolitan Airport,Detroit,MI,470
ELM,Elmira/Corning Regional Airport,Elmira,NY,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,15
EWR,Newark Liberty International Airport,Newark,NJ,BWI,Baltimore-Washington International Airport,Baltimore,MD,251
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,SAT,San Antonio International Airport,San Antonio,TX,236
STX,Henry E. Rohlsen Airport,Christiansted,VI,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,37
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,108
MSO,Missoula International Airport,Missoula,MT,BTM,Bert Mooney Airport,Butte,MT,1
SGF,Springfield-Branson National Airport,Springfield,MO,HYS,Hays Regional Airport,Hays,KS,1
BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),Bozeman,MT,PDX,Portland International Airport,Portland,OR,116
STL,St. Louis International Airport at Lambert Field,St Louis,MO,PDX,Portland International Airport,Portland,OR,153
SMF,Sacramento International Airport,Sacramento,CA,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,1326
LAS,McCarran International Airport,Las Vegas,NV,SLC,Salt Lake City International Airport,Salt Lake City,UT,3740
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,PDX,Portland International Airport,Portland,OR,2249
PSP,Palm Springs International Airport,Palm Springs,CA,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,724
MCO,Orlando International Airport,Orlando,FL,DAL,Dallas Love Field,Dallas,TX,1017
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,SEA,Seattle-Tacoma International Airport,Seattle,WA,3547
MCI,Kansas City International Airport,Kansas City,MO,DAL,Dallas Love Field,Dallas,TX,2163
SYR,Syracuse Hancock International Airport,Syracuse,NY,CLT,Charlotte Douglas International Airport,Charlotte,NC,594
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,AMA,Rick Husband Amarillo International Airport,Amarillo,TX,1202
DTW,Detroit Metropolitan Airport,Detroit,MI,GRR,Gerald R. Ford International Airport,Grand Rapids,MI,1342
LGB,Long Beach Airport (Daugherty Field),Long Beach,CA,SLC,Salt Lake City International Airport,Salt Lake City,UT,1952
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,PIT,Pittsburgh International Airport,Pittsburgh,PA,3255
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,SJT,San Angelo Regional Airport (Mathis Field),San Angelo,TX,1628
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,IND,Indianapolis International Airport,Indianapolis,IN,1306
LRD,Laredo International Airport,Laredo,TX,IAH,George Bush Intercontinental Airport,Houston,TX,920
ICT,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Wichita,KS,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,968
ORD,Chicago O'Hare International Airport,Chicago,IL,MLI,Quad City International Airport,Moline,IL,1612
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,AEX,Alexandria International Airport,Alexandria,LA,1233
PVD,Theodore Francis Green State Airport,Providence,RI,IAD,Washington Dulles International Airport,Chantilly,VA,62
BQN,Rafael Hernández Airport,Aguadilla,PR,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,164
PIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,IAH,George Bush Intercontinental Airport,Houston,TX,262
JAX,Jacksonville International Airport,Jacksonville,FL,LAS,McCarran International Airport,Las Vegas,NV,123
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,IND,Indianapolis International Airport,Indianapolis,IN,299
SJU,Luis Muñoz Marín International Airport,San Juan,PR,BDL,Bradley International Airport,Windsor Locks,CT,456
PIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,DTW,Detroit Metropolitan Airport,Detroit,MI,371
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,TUS,Tucson International Airport,Tucson,AZ,179
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,ORD,Chicago O'Hare International Airport,Chicago,IL,665
BNA,Nashville International Airport,Nashville,TN,CLT,Charlotte Douglas International Airport,Charlotte,NC,1292
COS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,SEA,Seattle-Tacoma International Airport,Seattle,WA,334
DEN,Denver International Airport,Denver,CO,CLT,Charlotte Douglas International Airport,Charlotte,NC,1902
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,OGG,Kahului Airport,Kahului,HI,556
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,TN,641
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,TYR,Tyler Pounds Regional Airport,Tyler,TX,1611
LGB,Long Beach Airport (Daugherty Field),Long Beach,CA,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,611
HRL,Valley International Airport,Harlingen,TX,IAH,George Bush Intercontinental Airport,Houston,TX,1199
LGB,Long Beach Airport (Daugherty Field),Long Beach,CA,AUS,Austin-Bergstrom International Airport,Austin,TX,475
DEN,Denver International Airport,Denver,CO,HNL,Honolulu International Airport,Honolulu,HI,334
LAS,McCarran International Airport,Las Vegas,NV,DSM,Des Moines International Airport,Des Moines,IA,334
AUS,Austin-Bergstrom International Airport,Austin,TX,OAK,Oakland International Airport,Oakland,CA,336
STL,St. Louis International Airport at Lambert Field,St Louis,MO,DCA,Ronald Reagan Washington National Airport,Arlington,VA,973
BNA,Nashville International Airport,Nashville,TN,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,781
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,ORF,Norfolk International Airport,Norfolk,VA,515
JAX,Jacksonville International Airport,Jacksonville,FL,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,97
HSV,Huntsville International Airport,Huntsville,AL,IAD,Washington Dulles International Airport,Chantilly,VA,4
BUF,Buffalo Niagara International Airport,Buffalo,NY,RSW,Southwest Florida International Airport,Ft. Myers,FL,77
MEM,Memphis International Airport,Memphis,TN,EWR,Newark Liberty International Airport,Newark,NJ,1002
SEA,Seattle-Tacoma International Airport,Seattle,WA,LAX,Los Angeles International Airport,Los Angeles,CA,7765
OAK,Oakland International Airport,Oakland,CA,SLC,Salt Lake City International Airport,Salt Lake City,UT,2116
PIT,Pittsburgh International Airport,Pittsburgh,PA,DTW,Detroit Metropolitan Airport,Detroit,MI,435
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,OGG,Kahului Airport,Kahului,HI,668
SLC,Salt Lake City International Airport,Salt Lake City,UT,OAK,Oakland International Airport,Oakland,CA,2105
ONT,Ontario International Airport,Ontario,CA,SLC,Salt Lake City International Airport,Salt Lake City,UT,940
SFO,San Francisco International Airport,San Francisco,CA,STL,St. Louis International Airport at Lambert Field,St Louis,MO,884
EWR,Newark Liberty International Airport,Newark,NJ,SAV,Savannah/Hilton Head International Airport,Savannah,GA,662
OGG,Kahului Airport,Kahului,HI,SMF,Sacramento International Airport,Sacramento,CA,334
DAY,James M. Cox Dayton International Airport,Dayton,OH,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,1304
DEN,Denver International Airport,Denver,CO,SBA,Santa Barbara Municipal Airport (Santa Barbara Airport),Santa Barbara,CA,649
AUS,Austin-Bergstrom International Airport,Austin,TX,BNA,Nashville International Airport,Nashville,TN,635
DEN,Denver International Airport,Denver,CO,PBI,Palm Beach International Airport,West Palm Beach,FL,74
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,BRW,Wiley Post-Will Rogers Memorial Airport,Barrow,AK,189
MCI,Kansas City International Airport,Kansas City,MO,SLC,Salt Lake City International Airport,Salt Lake City,UT,611
CMH,Port Columbus International Airport,Columbus,OH,DCA,Ronald Reagan Washington National Airport,Arlington,VA,293
SFO,San Francisco International Airport,San Francisco,CA,OMA,Eppley Airfield,Omaha,NE,1
DAL,Dallas Love Field,Dallas,TX,PHL,Philadelphia International Airport,Philadelphia,PA,114
FSM,Fort Smith Regional Airport,Fort Smith,AR,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,1299
MOB,Mobile Regional Airport,Mobile,AL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2253
BIS,Bismarck Municipal Airport,Bismarck,ND,DEN,Denver International Airport,Denver,CO,1284
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,ORD,Chicago O'Hare International Airport,Chicago,IL,6493
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,1817
LSE,La Crosse Regional Airport,La Crosse,WI,ORD,Chicago O'Hare International Airport,Chicago,IL,1153
TLH,Tallahassee International Airport,Tallahassee,FL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2106
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,GJT,Grand Junction Regional Airport (Walker Field),Grand Junction,CO,852
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,TUL,Tulsa International Airport,Tulsa,OK,1516
DEN,Denver International Airport,Denver,CO,GCC,Gillette-Campbell County Airport,Gillette,WY,634
DEN,Denver International Airport,Denver,CO,SMF,Sacramento International Airport,Sacramento,CA,2398
GJT,Grand Junction Regional Airport (Walker Field),Grand Junction,CO,IAH,George Bush Intercontinental Airport,Houston,TX,259
MKE,General Mitchell International Airport,Milwaukee,WI,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,378
ORD,Chicago O'Hare International Airport,Chicago,IL,TUL,Tulsa International Airport,Tulsa,OK,2071
FAY,Fayetteville Regional Airport,Fayetteville,NC,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,1633
SGU,St. George Regional Airport,St George,UT,DEN,Denver International Airport,Denver,CO,586
ORF,Norfolk International Airport,Norfolk,VA,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,126
TUL,Tulsa International Airport,Tulsa,OK,HOU,William P. Hobby Airport,Houston,TX,929
MCI,Kansas City International Airport,Kansas City,MO,OAK,Oakland International Airport,Oakland,CA,296
IAD,Washington Dulles International Airport,Chantilly,VA,RIC,Richmond International Airport,Richmond,VA,35
RKS,Rock Springs-Sweetwater County Airport,Rock Springs,WY,GCC,Gillette-Campbell County Airport,Gillette,WY,27
HNL,Honolulu International Airport,Honolulu,HI,BLI,Bellingham International Airport,Bellingham,WA,156
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,AL,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,490
ORF,Norfolk International Airport,Norfolk,VA,DTW,Detroit Metropolitan Airport,Detroit,MI,645
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,MOT,Minot International Airport,Minot,ND,830
OAK,Oakland International Airport,Oakland,CA,BWI,Baltimore-Washington International Airport,Baltimore,MD,324
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,BWI,Baltimore-Washington International Airport,Baltimore,MD,4431
ABI,Abilene Regional Airport,Abilene,TX,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2329
TYR,Tyler Pounds Regional Airport,Tyler,TX,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,1612
PHL,Philadelphia International Airport,Philadelphia,PA,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,6621
EWR,Newark Liberty International Airport,Newark,NJ,JAX,Jacksonville International Airport,Jacksonville,FL,1020
AVL,Asheville Regional Airport,Asheville,NC,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,1856
ORD,Chicago O'Hare International Airport,Chicago,IL,SRQ,Sarasota-Bradenton International Airport,Sarasota,FL,319
SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,PDX,Portland International Airport,Portland,OR,1146
MDW,Chicago Midway International Airport,Chicago,IL,PVD,Theodore Francis Green State Airport,Providence,RI,892
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,AL,DTW,Detroit Metropolitan Airport,Detroit,MI,583
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,BNA,Nashville International Airport,Nashville,TN,2391
DAL,Dallas Love Field,Dallas,TX,SAT,San Antonio International Airport,San Antonio,TX,3031
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,GTR,Golden Triangle Regional Airport,Columbus-Starkville-West Point,MS,927
ORF,Norfolk International Airport,Norfolk,VA,BWI,Baltimore-Washington International Airport,Baltimore,MD,1144
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,TN,2740
ORD,Chicago O'Hare International Airport,Chicago,IL,PIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,2177
CLT,Charlotte Douglas International Airport,Charlotte,NC,ROC,Greater Rochester International Airport,Rochester,NY,310
STL,St. Louis International Airport at Lambert Field,St Louis,MO,CLE,Cleveland Hopkins International Airport,Cleveland,OH,483
SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,MKE,General Mitchell International Airport,Milwaukee,WI,18
DCA,Ronald Reagan Washington National Airport,Arlington,VA,SYR,Syracuse Hancock International Airport,Syracuse,NY,31
SLC,Salt Lake City International Airport,Salt Lake City,UT,DAL,Dallas Love Field,Dallas,TX,114
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,IAH,George Bush Intercontinental Airport,Houston,TX,3273
EWR,Newark Liberty International Airport,Newark,NJ,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,3440
MRY,Monterey Regional Airport (Monterey Peninsula Airport),Monterey,CA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,628
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,ORD,Chicago O'Hare International Airport,Chicago,IL,7870
PDX,Portland International Airport,Portland,OR,SEA,Seattle-Tacoma International Airport,Seattle,WA,1849
ELP,El Paso International Airport,El Paso,TX,DAL,Dallas Love Field,Dallas,TX,1274
STL,St. Louis International Airport at Lambert Field,St Louis,MO,BNA,Nashville International Airport,Nashville,TN,628
EWR,Newark Liberty International Airport,Newark,NJ,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,983
IAH,George Bush Intercontinental Airport,Houston,TX,TUS,Tucson International Airport,Tucson,AZ,1153
BWI,Baltimore-Washington International Airport,Baltimore,MD,ISP,Long Island MacArthur Airport,Islip,NY,1546
EWR,Newark Liberty International Airport,Newark,NJ,STL,St. Louis International Airport at Lambert Field,St Louis,MO,1806
MCO,Orlando International Airport,Orlando,FL,FNT,Bishop International Airport,Flint,MI,339
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,EWR,Newark Liberty International Airport,Newark,NJ,488
SEA,Seattle-Tacoma International Airport,Seattle,WA,BLI,Bellingham International Airport,Bellingham,WA,248
MCO,Orlando International Airport,Orlando,FL,TTN,Trenton Mercer Airport,Trenton,NJ,486
DTW,Detroit Metropolitan Airport,Detroit,MI,ATW,Appleton International Airport,Appleton,WI,489
SFO,San Francisco International Airport,San Francisco,CA,HDN,Yampa Valley Airport (Yampa Valley Regional),Hayden,CO,14
ACK,Nantucket Memorial Airport,Nantucket,MA,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,333
PHL,Philadelphia International Airport,Philadelphia,PA,RIC,Richmond International Airport,Richmond,VA,6
TPA,Tampa International Airport,Tampa,FL,MIA,Miami International Airport,Miami,FL,1998
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,MEM,Memphis International Airport,Memphis,TN,3111
ORD,Chicago O'Hare International Airport,Chicago,IL,PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Pensacola,FL,223
IAH,George Bush Intercontinental Airport,Houston,TX,ABQ,Albuquerque International Sunport,Albuquerque,NM,796
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,ACT,Waco Regional Airport,Waco,TX,1611
BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),Bozeman,MT,LAX,Los Angeles International Airport,Los Angeles,CA,143
CLT,Charlotte Douglas International Airport,Charlotte,NC,IND,Indianapolis International Airport,Indianapolis,IN,538
